"Población total, indicadores socioeconómicos, índice y grado de marginación por municipio, 2020",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Clave de la entidad federativa,Nombre de la entidad,Clave del municipio,Nombre del municipio,Población total,% Población de 15 años o más analfabeta ,% Población  de 15 años o más sin educación básica,% Ocupantes en viviendas particulares sin drenaje ni excusado,% Ocupantes en viviendas particulares sin energía eléctrica,% Ocupantes en viviendas particulares sin agua entubada,% Ocupantes en viviendas particulares con piso de tierra,% Viviendas particulares con hacinamiento,% Población en localidades con menos de 5 000 habitantes,% Población ocupada con ingresos menores a 2 salarios mínimos,"Índice de marginación, 2020","Grado de marginación, 2020","Índice de marginación normalizado, 2020",Lugar que ocupa en el contexto nacional
,,,,,,,,,,,,,,,,,
CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,POB_TOT,ANALF,SBASC,OVSDE,OVSEE,OVSAE,OVPT,VHAC,PL.5000,PO2SM,IM_2020,GM_2020,IMN_2020,
,,,,,,,,,,,,,,,,,
16,Michoacán de Ocampo,16032,Erongarícuaro, 15 715,9.00,49.88,0.84,0.45,2.48,4.41,21.37,100.00,79.81,54.951,Bajo,0.86, 1 373
16,Michoacán de Ocampo,16033,Gabriel Zamora, 21 466,11.28,48.69,1.46,0.40,2.84,5.95,20.51,42.66,77.19,55.555,Bajo,0.87, 1 540
16,Michoacán de Ocampo,16034,Hidalgo, 125 712,7.21,47.02,1.83,0.58,4.45,6.32,23.79,34.18,81.02,55.716,Bajo,0.87, 1 583
16,Michoacán de Ocampo,16035,La Huacana, 30 627,13.84,51.73,5.86,0.64,4.31,13.12,27.49,68.51,80.28,53.084,Medio,0.83,  903
16,Michoacán de Ocampo,16036,Huandacareo, 11 644,9.01,53.86,0.47,0.20,0.38,2.02,14.10,42.55,81.17,56.508,Bajo,0.88, 1 804
16,Michoacán de Ocampo,16037,Huaniqueo, 7 945,10.48,61.91,3.19,0.16,1.01,3.58,15.17,100.00,89.82,54.317,Medio,0.85, 1 203
16,Michoacán de Ocampo,16038,Huetamo, 41 973,14.00,48.71,3.39,1.35,4.95,8.31,29.22,43.21,72.93,54.114,Medio,0.85, 1 156
16,Michoacán de Ocampo,16039,Huiramba, 9 015,7.20,48.32,0.97,0.31,0.84,2.31,24.61,100.00,74.54,55.574,Bajo,0.87, 1 545
16,Michoacán de Ocampo,16040,Indaparapeo, 18 385,8.57,53.98,1.62,0.60,3.02,7.99,23.51,60.69,86.85,54.745,Bajo,0.86, 1 325
16,Michoacán de Ocampo,16041,Irimbo, 16 043,7.66,52.22,2.93,0.69,4.92,5.93,22.68,100.00,85.53,54.161,Medio,0.85, 1 169
16,Michoacán de Ocampo,16042,Ixtlán, 14 302,10.07,66.43,0.55,0.31,0.50,2.22,20.06,64.40,84.36,55.202,Bajo,0.86, 1 445
16,Michoacán de Ocampo,16043,Jacona, 68 781,8.09,52.88,0.11,0.22,0.69,1.80,19.56,10.57,72.91,57.244,Muy bajo,0.90, 1 975
16,Michoacán de Ocampo,16044,Jiménez, 12 946,7.36,55.99,1.38,0.43,1.51,1.96,13.60,100.00,87.01,55.277,Bajo,0.87, 1 462
16,Michoacán de Ocampo,16045,Jiquilpan, 36 158,6.41,45.97,1.16,0.22,1.42,1.47,15.58,31.79,67.44,57.541,Muy bajo,0.90, 2 057
16,Michoacán de Ocampo,16046,Juárez, 14 936,9.77,52.57,1.79,0.30,4.14,4.06,22.82,100.00,86.10,54.277,Medio,0.85, 1 193
16,Michoacán de Ocampo,16047,Jungapeo, 19 834,8.33,52.33,1.91,0.37,2.18,5.16,26.83,74.74,84.09,54.826,Bajo,0.86, 1 339
16,Michoacán de Ocampo,16048,Lagunillas, 5 745,8.93,57.02,1.29,0.28,0.47,2.73,22.19,100.00,83.35,54.863,Bajo,0.86, 1 354
16,Michoacán de Ocampo,16049,Madero, 19 086,12.12,54.83,7.39,4.07,4.42,14.71,29.90,60.01,78.67,52.090,Alto,0.82,  668
16,Michoacán de Ocampo,16050,Maravatío, 89 311,8.19,48.12,4.71,0.87,3.16,3.43,23.49,49.72,81.24,55.188,Bajo,0.86, 1 441
16,Michoacán de Ocampo,16051,Marcos Castellanos, 13 983,4.80,45.54,0.68,0.15,0.65,0.60,12.08,25.15,52.60,58.794,Muy bajo,0.92, 2 297
16,Michoacán de Ocampo,16052,Lázaro Cárdenas, 196 003,5.21,29.98,0.61,0.25,1.61,3.90,20.47,11.10,55.67,58.570,Muy bajo,0.92, 2 257
16,Michoacán de Ocampo,16053,Morelia, 849 053,2.80,23.98,0.28,0.14,2.89,2.31,11.07,8.96,61.10,59.394,Muy bajo,0.93, 2 357
16,Michoacán de Ocampo,16054,Morelos, 7 983,10.80,57.14,2.63,0.38,1.03,2.80,14.47,100.00,86.00,54.642,Bajo,0.86, 1 296
16,Michoacán de Ocampo,16055,Múgica, 45 732,10.35,49.49,2.22,0.45,3.01,8.07,27.55,29.31,70.66,55.521,Bajo,0.87, 1 529
16,Michoacán de Ocampo,16056,Nahuatzen, 32 598,13.81,49.60,0.84,0.74,13.23,29.04,29.61,44.75,82.35,52.129,Alto,0.82,  681
16,Michoacán de Ocampo,16057,Nocupétaro, 8 196,16.31,52.82,11.84,3.45,7.74,10.86,30.07,100.00,76.59,50.617,Alto,0.79,  415
16,Michoacán de Ocampo,16058,Nuevo Parangaricutiro, 20 981,5.53,44.67,0.23,0.28,0.21,7.80,21.60,20.19,68.97,57.324,Muy bajo,0.90, 1 993
16,Michoacán de Ocampo,16059,Nuevo Urecho, 9 027,9.66,52.18,3.40,0.64,0.81,7.04,22.52,100.00,80.36,54.338,Medio,0.85, 1 212
16,Michoacán de Ocampo,16060,Numarán, 9 437,7.51,54.73,1.34,0.16,0.22,1.33,17.49,100.00,83.03,55.487,Bajo,0.87, 1 518
16,Michoacán de Ocampo,16061,Ocampo, 24 774,8.22,51.96,1.26,0.75,6.72,4.72,36.22,100.00,82.25,53.684,Medio,0.84, 1 052
16,Michoacán de Ocampo,16062,Pajacuarán, 21 028,11.07,59.07,1.78,0.35,1.06,2.62,21.94,47.75,79.62,55.395,Bajo,0.87, 1 493
16,Michoacán de Ocampo,16063,Panindícuaro, 14 889,9.53,63.72,2.71,0.32,0.85,2.69,18.86,64.62,83.61,55.103,Bajo,0.86, 1 430
16,Michoacán de Ocampo,16064,Parácuaro, 26 832,12.08,55.81,5.39,0.34,1.24,8.60,26.87,61.72,79.47,54.062,Medio,0.85, 1 144
16,Michoacán de Ocampo,16065,Paracho, 39 657,9.77,42.74,0.97,0.48,13.34,17.18,22.77,46.50,77.75,54.137,Medio,0.85, 1 165
16,Michoacán de Ocampo,16066,Pátzcuaro, 98 382,5.76,38.47,0.60,0.51,3.23,9.37,19.99,32.45,73.20,56.719,Muy bajo,0.89, 1 859
16,Michoacán de Ocampo,16067,Penjamillo, 16 621,9.15,60.69,1.86,0.23,0.64,0.99,15.35,100.00,89.05,54.887,Bajo,0.86, 1 359
16,Michoacán de Ocampo,16068,Peribán, 29 389,6.78,53.82,0.25,0.38,1.01,4.16,21.20,39.94,53.99,57.308,Muy bajo,0.90, 1 991
16,Michoacán de Ocampo,16069,La Piedad, 106 490,5.03,40.07,0.13,0.17,0.92,0.56,14.41,18.26,70.67,58.280,Muy bajo,0.91, 2 205
16,Michoacán de Ocampo,16070,Purépero, 15 503,5.45,52.50,0.23,0.16,0.72,2.51,14.59,10.85,73.23,57.773,Muy bajo,0.90, 2 114
16,Michoacán de Ocampo,16071,Puruándiro, 69 260,8.81,54.48,1.82,0.13,1.54,1.46,15.35,53.32,80.15,56.114,Bajo,0.88, 1 685
16,Michoacán de Ocampo,16072,Queréndaro, 13 961,8.23,52.18,1.15,1.04,1.14,5.94,20.02,32.15,82.63,55.860,Bajo,0.87, 1 619
16,Michoacán de Ocampo,16073,Quiroga, 27 176,10.84,52.59,2.68,0.52,2.39,8.53,18.44,24.04,84.64,55.316,Bajo,0.87, 1 473
16,Michoacán de Ocampo,16074,Cojumatlán de Régules, 10 553,11.26,60.71,1.59,0.10,0.24,1.65,20.05,31.29,71.16,56.221,Bajo,0.88, 1 722
16,Michoacán de Ocampo,16075,Los Reyes, 78 935,8.31,48.80,0.65,0.54,9.06,8.24,21.98,36.73,64.34,55.830,Bajo,0.87, 1 607
16,Michoacán de Ocampo,16076,Sahuayo, 78 477,6.31,45.09,0.29,0.11,0.91,1.12,17.01,10.75,74.05,57.804,Muy bajo,0.91, 2 118
16,Michoacán de Ocampo,16077,San Lucas, 17 677,16.66,55.41,3.08,0.81,11.19,8.85,28.52,100.00,82.13,51.964,Alto,0.81,  642
16,Michoacán de Ocampo,16078,Santa Ana Maya, 12 812,10.12,49.56,0.80,0.42,0.54,4.92,16.44,43.65,82.77,55.989,Bajo,0.88, 1 657
16,Michoacán de Ocampo,16079,Salvador Escalante, 49 896,9.76,56.08,0.26,0.45,3.23,11.55,30.38,43.78,79.59,54.706,Bajo,0.86, 1 313
16,Michoacán de Ocampo,16080,Senguio, 19 833,9.22,49.07,4.56,0.86,2.04,3.75,24.55,100.00,90.37,53.919,Medio,0.84, 1 121
16,Michoacán de Ocampo,16081,Susupuato, 9 076,18.31,68.69,8.95,1.87,7.39,9.22,27.98,100.00,93.62,50.282,Alto,0.79,  382
16,Michoacán de Ocampo,16082,Tacámbaro, 79 540,9.00,45.83,0.65,0.40,1.05,6.01,23.98,52.87,65.86,56.276,Bajo,0.88, 1 735
16,Michoacán de Ocampo,16083,Tancítaro, 33 453,8.16,56.25,0.84,0.73,1.59,6.28,27.41,75.69,51.76,55.918,Bajo,0.88, 1 633
16,Michoacán de Ocampo,16084,Tangamandapio, 31 716,13.16,59.42,0.82,0.47,3.11,19.97,26.20,15.98,78.26,54.251,Medio,0.85, 1 190
16,Michoacán de Ocampo,16085,Tangancícuaro, 35 256,10.58,61.00,0.82,0.42,4.09,5.90,19.92,56.28,72.32,55.264,Bajo,0.87, 1 458
16,Michoacán de Ocampo,16086,Tanhuato, 15 534,8.56,53.53,0.92,0.08,0.22,1.38,15.31,43.95,73.39,56.819,Muy bajo,0.89, 1 877
16,Michoacán de Ocampo,16087,Taretan, 15 589,6.74,47.15,1.14,0.39,2.06,3.20,19.89,54.35,68.36,56.653,Muy bajo,0.89, 1 845
16,Michoacán de Ocampo,16088,Tarímbaro, 114 513,3.69,31.37,0.49,0.13,0.44,1.50,16.40,65.52,69.42,57.836,Muy bajo,0.91, 2 127
16,Michoacán de Ocampo,16089,Tepalcatepec, 24 074,9.51,54.07,1.18,0.20,2.26,4.89,23.02,28.17,64.36,56.441,Bajo,0.88, 1 781
16,Michoacán de Ocampo,16090,Tingambato, 16 325,6.82,41.97,0.33,0.56,2.64,18.52,26.40,9.12,68.49,56.207,Bajo,0.88, 1 718
16,Michoacán de Ocampo,16091,Tingüindín, 14 934,6.72,50.81,0.41,0.36,1.49,5.47,19.76,47.85,62.17,56.896,Muy bajo,0.89, 1 894
16,Michoacán de Ocampo,16092,Tiquicheo de Nicolás Romero, 12 836,17.25,58.43,9.66,2.14,12.32,11.16,30.28,100.00,79.78,50.411,Alto,0.79,  394
16,Michoacán de Ocampo,16093,Tlalpujahua, 28 556,7.89,42.77,8.33,0.74,9.05,5.11,28.23,100.00,82.43,53.281,Medio,0.83,  950
16,Michoacán de Ocampo,16094,Tlazazalca, 6 420,11.00,73.64,1.75,0.25,0.41,1.25,12.90,100.00,82.40,54.661,Bajo,0.86, 1 304
16,Michoacán de Ocampo,16095,Tocumbo, 12 325,9.34,55.49,1.55,1.82,2.36,2.59,18.02,36.84,66.24,56.114,Bajo,0.88, 1 687
16,Michoacán de Ocampo,16096,Tumbiscatío, 5 971,18.44,61.38,6.64,2.66,2.61,10.54,19.89,100.00,75.13,51.939,Alto,0.81,  636
16,Michoacán de Ocampo,16097,Turicato, 29 056,16.31,55.65,7.21,1.69,4.75,18.49,26.41,76.44,81.05,51.714,Alto,0.81,  592
16,Michoacán de Ocampo,16098,Tuxpan, 25 757,6.65,46.34,3.61,0.94,4.24,5.44,23.15,65.21,85.18,54.949,Bajo,0.86, 1 371
16,Michoacán de Ocampo,16099,Tuzantla, 14 329,16.66,61.51,4.69,1.26,4.21,9.31,26.15,100.00,88.87,51.906,Alto,0.81,  634
16,Michoacán de Ocampo,16100,Tzintzuntzan, 14 911,10.31,45.42,1.05,0.54,4.64,6.95,23.27,100.00,81.29,54.359,Medio,0.85, 1 219
16,Michoacán de Ocampo,16101,Tzitzio, 8 855,12.75,61.35,17.86,6.03,7.55,14.89,27.77,100.00,90.28,48.782,Alto,0.76,  211
16,Michoacán de Ocampo,16102,Uruapan, 356 786,4.63,35.85,0.14,0.22,1.88,5.57,16.34,10.62,62.72,58.357,Muy bajo,0.91, 2 221
16,Michoacán de Ocampo,16103,Venustiano Carranza, 23 469,8.69,55.75,0.80,0.16,0.73,2.11,19.26,49.31,76.18,56.265,Bajo,0.88, 1 733
16,Michoacán de Ocampo,16104,Villamar, 15 864,13.01,58.36,1.83,0.15,0.80,1.62,15.66,100.00,82.28,54.656,Bajo,0.86, 1 303
16,Michoacán de Ocampo,16105,Vista Hermosa, 20 982,6.81,51.37,0.41,0.16,1.70,2.25,20.20,40.74,76.63,56.662,Muy bajo,0.89, 1 846
16,Michoacán de Ocampo,16106,Yurécuaro, 32 303,9.00,60.69,0.07,0.32,0.26,1.98,21.01,17.37,82.29,56.383,Bajo,0.88, 1 765
16,Michoacán de Ocampo,16107,Zacapu, 76 829,4.52,36.59,0.29,0.37,1.53,4.21,13.45,28.04,79.07,57.654,Muy bajo,0.90, 2 078
16,Michoacán de Ocampo,16108,Zamora, 204 860,5.99,42.92,0.26,0.20,1.95,1.57,14.41,19.72,70.41,57.883,Muy bajo,0.91, 2 139
16,Michoacán de Ocampo,16109,Zináparo, 3 232,7.17,56.20,0.94,0.19,1.76,0.16,7.82,100.00,79.24,56.078,Bajo,0.88, 1 675
16,Michoacán de Ocampo,16110,Zinapécuaro, 49 005,8.02,49.51,1.25,0.27,1.22,3.51,17.69,65.50,83.25,55.858,Bajo,0.87, 1 616
16,Michoacán de Ocampo,16111,Ziracuaretiro, 18 402,6.17,47.65,0.56,0.40,1.65,6.18,27.98,68.55,75.40,55.744,Bajo,0.87, 1 588
16,Michoacán de Ocampo,16112,Zitácuaro, 157 056,6.28,36.81,1.08,0.59,4.00,9.29,22.76,40.20,75.96,56.200,Bajo,0.88, 1 715
16,Michoacán de Ocampo,16113,José Sixto Verduzco, 26 213,10.08,53.84,0.89,0.20,1.13,0.74,14.08,74.45,84.52,55.695,Bajo,0.87, 1 577
17,Morelos,17001,Amacuzac, 17 598,7.97,36.26,1.98,0.34,2.54,4.87,22.82,68.32,84.36,55.594,Bajo,0.87, 1 548
17,Morelos,17002,Atlatlahucan, 25 232,4.71,33.59,0.73,0.90,16.90,7.45,24.39,64.26,77.66,54.939,Bajo,0.86, 1 368
17,Morelos,17003,Axochiapan, 39 174,9.60,43.37,2.65,0.56,7.17,8.97,29.45,37.15,89.96,54.353,Medio,0.85, 1 217
17,Morelos,17004,Ayala, 89 834,7.33,34.66,1.56,0.63,5.90,6.77,23.50,56.11,81.31,55.563,Bajo,0.87, 1 544
17,Morelos,17005,Coatlán del Río, 10 520,7.51,41.98,2.77,0.32,0.44,3.56,22.08,100.00,86.55,55.111,Bajo,0.86, 1 432
17,Morelos,17006,Cuautla, 187 118,4.19,25.82,0.21,0.22,2.79,3.89,19.13,15.92,77.10,57.958,Muy bajo,0.91, 2 154
17,Morelos,17007,Cuernavaca, 378 476,2.20,18.96,0.12,0.08,1.12,1.24,13.61,7.38,58.72,59.867,Muy bajo,0.94, 2 403
17,Morelos,17008,Emiliano Zapata, 107 053,4.03,25.47,0.41,0.20,1.12,2.69,18.10,9.16,67.38,58.715,Muy bajo,0.92, 2 283
17,Morelos,17009,Huitzilac, 24 515,3.09,26.07,1.04,0.74,19.29,2.95,22.80,47.50,74.14,55.932,Bajo,0.88, 1 639
17,Morelos,17010,Jantetelco, 18 402,5.37,35.82,1.47,0.69,9.88,3.64,24.36,40.75,83.50,55.769,Bajo,0.87, 1 593
17,Morelos,17011,Jiutepec, 215 357,2.93,21.69,0.11,0.11,1.31,1.74,15.09,4.66,69.60,59.203,Muy bajo,0.93, 2 344
17,Morelos,17012,Jojutla, 57 682,5.05,27.69,0.64,0.31,2.21,4.10,18.36,29.22,74.70,57.667,Muy bajo,0.90, 2 081
17,Morelos,17013,Jonacatepec de Leandro Valle, 16 694,6.56,37.03,1.72,0.22,2.66,3.31,24.16,49.24,84.83,56.138,Bajo,0.88, 1 698
17,Morelos,17014,Mazatepec, 9 653,6.70,35.15,1.32,0.53,0.80,2.18,18.45,100.00,81.64,55.942,Bajo,0.88, 1 643
17,Morelos,17015,Miacatlán, 15 802,6.69,35.48,1.51,0.28,1.87,3.15,18.97,52.75,81.59,56.562,Muy bajo,0.89, 1 820
17,Morelos,17016,Ocuituco, 19 219,5.37,33.76,1.53,0.54,2.83,5.98,28.28,72.04,92.74,55.273,Bajo,0.87, 1 461
17,Morelos,17017,Puente de Ixtla, 40 018,6.12,30.81,0.91,0.40,2.48,4.11,21.41,48.94,79.18,56.730,Muy bajo,0.89, 1 863
17,Morelos,17018,Temixco, 122 263,5.15,31.37,0.52,0.27,2.39,3.26,21.36,14.56,75.48,57.680,Muy bajo,0.90, 2 089
17,Morelos,17019,Tepalcingo, 28 122,8.46,39.80,2.52,0.57,5.25,5.87,23.03,52.34,89.35,55.068,Bajo,0.86, 1 415
17,Morelos,17020,Tepoztlán, 54 987,3.54,25.89,1.09,0.46,18.19,5.15,19.55,63.13,74.19,55.801,Bajo,0.87, 1 599
17,Morelos,17021,Tetecala, 7 617,6.36,31.97,1.10,0.29,2.12,2.30,19.29,100.00,82.13,55.989,Bajo,0.88, 1 656
17,Morelos,17022,Tetela del Volcán, 14 853,4.43,36.76,2.00,0.37,0.88,7.66,27.41,18.12,88.77,56.418,Bajo,0.88, 1 775
17,Morelos,17023,Tlalnepantla, 7 943,4.34,37.55,1.31,0.11,32.65,3.09,28.76,100.00,89.04,52.743,Medio,0.83,  813
17,Morelos,17024,Tlaltizapán de Zapata, 52 399,6.07,31.18,1.05,0.62,2.63,6.23,19.89,46.63,84.36,56.415,Bajo,0.88, 1 774
17,Morelos,17025,Tlaquiltenango, 33 789,6.42,33.31,2.22,0.41,2.85,5.99,19.15,45.72,83.02,56.319,Bajo,0.88, 1 750
17,Morelos,17026,Tlayacapan, 19 408,4.79,30.44,1.28,0.63,12.16,5.85,24.69,56.85,84.29,55.390,Bajo,0.87, 1 491
17,Morelos,17027,Totolapan, 12 750,5.19,33.82,2.64,0.95,34.20,6.03,27.95,46.68,89.07,52.923,Medio,0.83,  858
17,Morelos,17028,Xochitepec, 73 539,5.07,31.43,0.57,0.37,3.00,6.02,21.37,32.77,76.69,57.085,Muy bajo,0.89, 1 939
17,Morelos,17029,Yautepec, 105 780,4.56,29.74,0.70,0.32,7.69,4.04,20.77,22.96,78.05,57.059,Muy bajo,0.89, 1 933
17,Morelos,17030,Yecapixtla, 56 083,5.27,32.12,1.04,0.40,8.14,5.33,29.48,41.99,80.90,55.886,Bajo,0.88, 1 626
17,Morelos,17031,Zacatepec, 36 094,3.55,22.11,0.20,0.22,0.60,3.05,15.51,9.41,72.33,58.847,Muy bajo,0.92, 2 305
17,Morelos,17032,Zacualpan de Amilpas, 9 965,3.85,28.76,2.40,0.27,2.44,1.67,18.21,45.53,84.91,57.092,Muy bajo,0.89, 1 942
17,Morelos,17033,Temoac, 16 574,5.49,35.41,2.26,0.11,6.89,4.95,25.68,61.10,84.65,55.561,Bajo,0.87, 1 543
17,Morelos,17034,Coatetelco, 11 347,10.61,57.06,3.21,0.59,5.87,17.51,34.57,14.76,91.80,53.369,Medio,0.84,  974
17,Morelos,17035,Xoxocotla, 27 805,8.23,34.56,0.91,0.47,10.96,27.14,30.16,13.42,84.18,54.073,Medio,0.85, 1 147
17,Morelos,17036,Hueyapan, 7 855,6.24,52.97,1.68,0.32,1.30,16.19,24.20,6.40,91.39,55.433,Bajo,0.87, 1 503
18,Nayarit,18001,Acaponeta, 37 232,5.69,30.19,4.26,1.00,3.25,4.18,22.77,46.35,78.62,56.166,Bajo,0.88, 1 705
18,Nayarit,18002,Ahuacatlán, 15 393,4.94,32.76,0.59,0.26,0.39,0.83,14.18,52.84,74.00,57.775,Muy bajo,0.90, 2 115
18,Nayarit,18003,Amatlán de Cañas, 11 536,5.84,40.11,1.35,0.41,0.44,1.44,15.39,100.00,63.49,56.852,Muy bajo,0.89, 1 883
18,Nayarit,18004,Compostela, 77 436,4.75,37.51,0.75,0.78,1.05,1.86,20.20,41.46,58.51,57.862,Muy bajo,0.91, 2 135
18,Nayarit,18005,Huajicori, 12 230,10.32,41.56,25.70,22.29,19.00,25.07,40.08,100.00,87.82,42.220,Muy alto,0.66,  25
18,Nayarit,18006,Ixtlán del Río, 29 299,3.99,29.48,0.21,0.41,0.55,0.70,14.22,13.04,72.87,58.672,Muy bajo,0.92, 2 275
18,Nayarit,18007,Jala, 19 321,5.28,35.60,3.09,1.32,2.97,5.35,28.50,69.75,79.38,55.394,Bajo,0.87, 1 492
18,Nayarit,18008,Xalisco, 65 229,2.56,21.00,0.34,0.22,0.90,0.79,13.27,26.15,58.37,59.473,Muy bajo,0.93, 2 365
18,Nayarit,18009,Del Nayar, 47 550,27.27,66.48,64.45,32.72,31.89,47.54,54.02,100.00,86.14,28.670,Muy alto,0.45,  3
18,Nayarit,18010,Rosamorada, 33 567,6.51,36.02,4.10,1.38,3.37,3.46,22.51,100.00,84.62,54.773,Bajo,0.86, 1 332
18,Nayarit,18011,Ruíz, 24 096,7.06,36.43,7.36,3.80,3.37,5.56,26.54,39.09,79.01,54.511,Medio,0.85, 1 256
18,Nayarit,18012,San Blas, 41 518,5.40,40.61,1.08,0.64,1.37,2.34,20.61,73.66,72.15,56.579,Muy bajo,0.89, 1 829
18,Nayarit,18013,San Pedro Lagunillas, 7 683,5.02,38.75,0.90,0.13,1.54,0.70,12.29,100.00,72.03,56.907,Muy bajo,0.89, 1 896
18,Nayarit,18014,Santa María del Oro, 24 911,6.98,40.96,3.76,1.41,1.18,2.61,18.00,78.55,77.60,55.673,Bajo,0.87, 1 567
18,Nayarit,18015,Santiago Ixcuintla, 93 981,5.69,37.08,1.30,0.38,5.57,1.34,19.52,70.74,78.11,56.265,Bajo,0.88, 1 732
18,Nayarit,18016,Tecuala, 37 135,6.06,35.00,1.30,0.32,2.27,1.35,18.13,63.32,81.68,56.622,Muy bajo,0.89, 1 835
18,Nayarit,18017,Tepic, 425 924,2.13,19.30,0.50,0.37,0.90,1.28,12.38,10.99,58.94,59.749,Muy bajo,0.94, 2 390
18,Nayarit,18018,Tuxpan, 30 064,4.79,31.31,0.94,0.24,3.13,1.84,21.04,26.78,74.46,57.572,Muy bajo,0.90, 2 064
18,Nayarit,18019,La Yesca, 13 719,11.98,58.29,27.53,13.97,12.60,26.81,29.43,100.00,86.54,44.530,Muy alto,0.70,  51
18,Nayarit,18020,Bahía de Banderas, 187 632,2.63,26.84,0.22,0.44,0.69,1.92,19.59,14.92,55.01,59.207,Muy bajo,0.93, 2 345
19,Nuevo León,19001,Abasolo, 2 974,2.21,22.51,0.71,0.24,1.82,0.74,22.65,100.00,53.63,57.892,Muy bajo,0.91, 2 140
19,Nuevo León,19002,Agualeguas, 3 382,4.82,43.54,1.10,0.47,0.74,0.06,12.13,100.00,69.66,56.891,Muy bajo,0.89, 1 893
19,Nuevo León,19003,Los Aldamas, 1 407,4.26,55.86,0.00,0.14,2.13,0.00,10.74,100.00,76.73,56.528,Bajo,0.89, 1 809
19,Nuevo León,19004,Allende, 35 289,1.73,31.81,0.13,0.03,0.51,0.48,15.08,18.27,43.46,60.010,Muy bajo,0.94, 2 418
19,Nuevo León,19005,Anáhuac, 18 030,3.65,39.87,0.31,1.13,2.42,1.13,18.92,8.96,91.56,57.175,Muy bajo,0.90, 1 960
19,Nuevo León,19006,Apodaca, 656 464,0.74,11.87,0.00,0.01,0.05,0.33,10.75,2.70,40.89,61.316,Muy bajo,0.96, 2 465
19,Nuevo León,19007,Aramberri, 14 992,7.97,48.03,2.42,2.38,6.77,11.31,25.70,100.00,82.79,53.296,Medio,0.83,  954
19,Nuevo León,19008,Bustamante, 3 661,3.82,35.31,0.96,0.73,1.49,0.42,17.66,100.00,76.27,56.601,Muy bajo,0.89, 1 831
19,Nuevo León,19009,Cadereyta Jiménez, 122 337,1.73,27.46,0.10,0.11,0.94,0.44,16.30,14.25,51.91,59.767,Muy bajo,0.94, 2 396
19,Nuevo León,19010,El Carmen, 104 478,1.03,19.90,0.01,0.18,0.46,0.55,20.27,1.27,52.24,60.104,Muy bajo,0.94, 2 425
19,Nuevo León,19011,Cerralvo, 7 340,4.07,39.02,0.50,1.06,1.35,0.30,14.23,8.19,60.32,58.690,Muy bajo,0.92, 2 280
19,Nuevo León,19012,Ciénega de Flores, 68 747,1.46,21.79,0.01,0.10,0.14,0.46,18.33,12.00,53.52,59.922,Muy bajo,0.94, 2 407
19,Nuevo León,19013,China, 9 930,3.98,43.53,0.47,2.44,6.94,0.69,13.93,16.78,59.48,57.617,Muy bajo,0.90, 2 070
19,Nuevo León,19014,Doctor Arroyo, 36 088,9.10,49.07,2.27,1.33,29.32,3.89,23.33,67.24,84.57,52.544,Alto,0.82,  772
19,Nuevo León,19015,Doctor Coss, 1 360,4.35,52.84,0.74,1.11,3.69,0.81,10.37,100.00,72.77,56.235,Bajo,0.88, 1 724
19,Nuevo León,19016,Doctor González, 3 256,4.92,41.99,0.68,0.71,2.80,1.23,19.55,100.00,64.78,56.487,Bajo,0.88, 1 797
19,Nuevo León,19017,Galeana, 40 903,6.50,47.18,2.33,0.87,12.98,3.99,25.42,80.82,74.53,54.506,Medio,0.85, 1 252
19,Nuevo León,19018,García, 397 205,1.06,16.74,0.02,0.08,0.36,0.75,17.96,2.03,45.93,60.543,Muy bajo,0.95, 2 449
19,Nuevo León,19019,San Pedro Garza García, 132 169,1.02,11.66,0.00,0.03,0.04,0.31,6.20,0.03,32.82,61.846,Muy bajo,0.97, 2 468
19,Nuevo León,19020,General Bravo, 5 506,3.00,40.45,0.73,1.39,3.76,0.58,18.69,100.00,67.58,56.489,Bajo,0.88, 1 799
19,Nuevo León,19021,General Escobedo, 481 213,1.40,19.40,0.05,0.06,0.60,0.99,15.36,1.86,45.00,60.551,Muy bajo,0.95, 2 450
19,Nuevo León,19022,General Terán, 14 109,3.75,43.86,0.70,0.71,2.49,1.07,17.69,54.00,65.97,57.405,Muy bajo,0.90, 2 020
19,Nuevo León,19023,General Treviño, 1 808,2.89,45.04,0.33,0.66,1.61,0.39,11.55,100.00,62.38,57.349,Muy bajo,0.90, 2 003
19,Nuevo León,19024,General Zaragoza, 6 282,5.61,44.28,4.95,1.78,20.43,24.00,30.28,100.00,84.96,51.271,Alto,0.80,  515
19,Nuevo León,19025,General Zuazua, 102 149,1.02,16.90,0.01,0.41,0.29,0.79,15.23,1.66,56.30,60.209,Muy bajo,0.94, 2 432
19,Nuevo León,19026,Guadalupe, 643 143,1.40,18.17,0.02,0.04,0.30,0.51,10.09,1.13,47.04,60.839,Muy bajo,0.95, 2 458
19,Nuevo León,19027,Los Herreras, 1 959,3.76,49.98,0.67,0.98,1.59,0.36,11.00,100.00,78.90,56.384,Bajo,0.88, 1 766
19,Nuevo León,19028,Higueras, 1 386,4.26,35.14,0.87,2.24,0.80,0.65,24.52,100.00,63.50,56.351,Bajo,0.88, 1 762
19,Nuevo León,19029,Hualahuises, 7 026,3.06,34.36,0.27,0.14,0.87,0.37,17.21,16.68,71.08,58.582,Muy bajo,0.92, 2 258
